VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	CP175100.1	96.605	3918	3918	1	3918	24321	20404	0.0	6467
VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	CP175101.1	94.469	3923	3918	2	3918	2491355	2495247	0.0	6107
VFG002165|WP_002356954|efaA|efaA	CP175101.1	99.892	927	927	1	927	940831	941757	0.0	1668
VFG002165|WP_002356954|efaA|efaA	CP175101.1	68.237	828	927	81	890	2573034	2573843	5.21e-72	269
VFG002166|WP_010714416|ace|ace	CP175101.1	99.852	2025	2025	1	2025	52017	54041	0.0	3639
VFG002166|WP_010714416|ace|ace	CP175101.1	90.964	498	2025	1084	1581	53241	53738	0.0	696
VFG002166|WP_010714416|ace|ace	CP175101.1	89.960	498	2025	1225	1722	53100	53597	0.0	673
VFG002166|WP_010714416|ace|ace	CP175101.1	89.916	357	2025	1366	1722	53100	53456	2.89e-136	482
VFG002166|WP_010714416|ace|ace	CP175101.1	89.636	357	2025	1084	1440	53382	53738	1.23e-134	478
VFG002166|WP_010714416|ace|ace	CP175101.1	89.815	216	2025	1084	1299	53523	53738	1.01e-78	291
VFG002166|WP_010714416|ace|ace	CP175101.1	88.889	216	2025	1507	1722	53100	53315	5.24e-76	282
VFG002171|WP_011109430|EF0149|aggregation_substance_context	CP175100.1	90.310	3870	3918	1	3855	24321	20473	0.0	5268
VFG002171|WP_011109430|EF0149|aggregation_substance_context	CP175101.1	89.105	3864	3918	2	3855	2491355	2495178	0.0	5071
VFG002172|WP_010710127|EF0485|aggregation_substance_context	CP175100.1	96.017	3917	3918	2	3918	24320	20404	0.0	6361
VFG002172|WP_010710127|EF0485|aggregation_substance_context	CP175101.1	94.670	3921	3918	1	3918	2491354	2495247	0.0	6143
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	CP175100.1	96.072	2291	3891	1603	3891	22692	20404	0.0	3721
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	CP175100.1	93.622	831	3891	1	829	24321	23493	0.0	1255
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	CP175101.1	95.984	2291	3891	1603	3891	2492959	2495247	0.0	3712
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	CP175101.1	86.194	833	3891	2	829	2491355	2492158	0.0	993
VFG002174|WP_002369251|gelE|gelE	CP175101.1	100.000	1533	1533	1	1533	707366	705834	0.0	2765
VFG002191|WP_002369252|sprE|sprE	CP175101.1	100.000	855	855	1	855	705785	704931	0.0	1543
VFG042976|WP_154081516|ebpA|ebpA	CP175101.1	99.942	3465	3465	1	3465	41209	44673	0.0	6240
VFG042977|WP_002379309|ebpB|ebpB	CP175101.1	100.000	1431	1431	1	1431	44677	46107	0.0	2581
VFG042978|WP_011109477|ebpC|ebpC	CP175101.1	99.682	1884	1878	1	1878	46104	47987	0.0	3372
