VFG002165|WP_002356954|efaA|efaA	CP175093.1	99.569	927	927	1	927	861641	862567	0.0	1654
VFG002165|WP_002356954|efaA|efaA	CP175093.1	68.237	828	927	81	890	2470268	2471077	5.07e-72	269
VFG002166|WP_010714416|ace|ace	CP175093.1	96.938	2025	2025	1	2025	54002	56026	0.0	3373
VFG002166|WP_010714416|ace|ace	CP175093.1	91.841	478	2025	1104	1581	55246	55723	0.0	687
VFG002166|WP_010714416|ace|ace	CP175093.1	90.361	498	2025	1225	1722	55085	55582	0.0	682
VFG002166|WP_010714416|ace|ace	CP175093.1	89.636	357	2025	1366	1722	55085	55441	1.20e-134	478
VFG002166|WP_010714416|ace|ace	CP175093.1	88.235	357	2025	1084	1440	55367	55723	3.91e-128	455
VFG002166|WP_010714416|ace|ace	CP175093.1	87.963	216	2025	1507	1722	55085	55300	2.64e-73	273
VFG002166|WP_010714416|ace|ace	CP175093.1	87.500	216	2025	1084	1299	55508	55723	1.12e-71	269
VFG042976|WP_154081516|ebpA|ebpA	CP175093.1	99.509	3465	3465	1	3465	40990	44454	0.0	6173
VFG042977|WP_002379309|ebpB|ebpB	CP175093.1	99.371	1431	1431	1	1431	44458	45888	0.0	2541
VFG042978|WP_011109477|ebpC|ebpC	CP175093.1	99.045	1884	1878	1	1878	45885	47768	0.0	3318
