VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181229.1	95.434	3920	3918	2	3918	2706230	2702314	0.0	6259
VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181229.1	89.703	3875	3918	1	3855	134643	138503	0.0	5176
VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181230.1	94.857	3928	3918	1	3918	11780	15706	0.0	6170
VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181231.1	95.679	2291	3918	1630	3918	12195	14483	0.0	3681
VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181231.1	92.900	831	3918	1	829	10593	11421	0.0	1228
VFG002165|WP_002356954|efaA|efaA	NZ_CP181229.1	99.461	927	927	1	927	1189506	1188580	0.0	1650
VFG002165|WP_002356954|efaA|efaA	NZ_CP181229.1	68.237	828	927	81	890	2608888	2608079	5.15e-72	269
VFG002166|WP_010714416|ace|ace	NZ_CP181229.1	96.078	1581	2025	1	1581	2076471	2074892	0.0	2569
VFG002166|WP_010714416|ace|ace	NZ_CP181229.1	95.256	801	2025	1225	2025	2075389	2074589	0.0	1274
VFG002166|WP_010714416|ace|ace	NZ_CP181229.1	91.317	357	2025	1084	1440	2075248	2074892	8.75e-143	505
VFG002166|WP_010714416|ace|ace	NZ_CP181229.1	90.756	357	2025	1366	1722	2075389	2075033	4.53e-140	496
VFG002166|WP_010714416|ace|ace	NZ_CP181229.1	89.352	216	2025	1084	1299	2075107	2074892	4.25e-77	287
VFG002166|WP_010714416|ace|ace	NZ_CP181229.1	87.963	216	2025	1507	1722	2075389	2075174	2.68e-73	273
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181229.1	99.974	3918	3918	1	3918	134643	138560	0.0	7062
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181229.1	89.584	3869	3918	2	3855	2706230	2702383	0.0	5139
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181230.1	89.184	3883	3918	1	3855	11780	15637	0.0	5085
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181231.1	94.879	2226	3918	1636	3861	12195	14420	0.0	3501
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181231.1	91.814	794	3918	1	794	10593	11386	0.0	1140
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181229.1	100.000	3918	3918	1	3918	2706231	2702314	0.0	7066
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181229.1	89.610	3869	3918	2	3849	134644	138497	0.0	5144
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181230.1	95.340	3927	3918	2	3918	11781	15706	0.0	6254
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181231.1	95.766	2291	3918	1630	3918	12195	14483	0.0	3690
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181231.1	90.636	833	3918	2	829	10594	11421	0.0	1142
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181231.1	96.942	3891	3891	1	3891	10593	14483	0.0	6481
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181230.1	95.217	2300	3891	1603	3891	13409	15706	0.0	3651
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181230.1	91.436	794	3891	1	794	11780	12573	0.0	1126
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181229.1	94.718	2291	3891	1603	3891	2704602	2702314	0.0	3581
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181229.1	94.595	2220	3891	1603	3822	136278	138497	0.0	3463
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181229.1	90.482	830	3891	2	829	2706230	2705403	0.0	1136
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181229.1	90.932	794	3891	1	794	134643	135436	0.0	1108
VFG002174|WP_002369251|gelE|gelE	NZ_CP181229.1	98.891	1533	1533	1	1533	1397739	1399271	0.0	2689
VFG002175|AAM75248|cylR1|cytolysin_operon_context	NZ_CP181229.1	100.000	285	285	1	285	2671892	2672176	6.34e-147	515
VFG002176|AAM75252|cylB|cytolysin_operon_context	NZ_CP181229.1	99.814	2145	2145	1	2145	2668288	2666144	0.0	3851
VFG002177|AAM75253|cylA|cylA	NZ_CP181229.1	99.839	1239	1239	1	1239	2666147	2664909	0.0	2226
VFG002178|AAM75254|cylI|cytolysin_operon_context	NZ_CP181229.1	97.256	984	984	1	984	2664908	2663925	0.0	1654
VFG002179|AAD09858|esp|esp	NZ_CP181229.1	99.900	2986	5622	1	2986	2659261	2656276	0.0	5372
VFG002179|AAD09858|esp|esp	NZ_CP181229.1	99.062	2239	5622	2235	4473	2656775	2654537	0.0	3944
VFG002179|AAD09858|esp|esp	NZ_CP181229.1	98.306	2007	5622	3616	5622	2655886	2653880	0.0	3467
VFG002179|AAD09858|esp|esp	NZ_CP181229.1	96.444	1350	5622	3370	4719	2655886	2654537	0.0	2219
VFG002179|AAD09858|esp|esp	NZ_CP181229.1	95.652	1104	5622	3124	4227	2655640	2654537	0.0	1775
VFG002179|AAD09858|esp|esp	NZ_CP181229.1	95.290	1104	5622	3862	4965	2655886	2654783	0.0	1757
