VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP185998.1	96.759	3918	3918	1	3918	10543	14460	0.0	6494
VFG002165|WP_002356954|efaA|efaA	NZ_CP185997.1	99.784	927	927	1	927	1868762	1869687	0.0	1660
VFG002165|WP_002356954|efaA|efaA	NZ_CP185997.1	68.237	828	927	81	890	446678	447487	5.02e-72	269
VFG002166|WP_010714416|ace|ace	NZ_CP185997.1	97.537	1299	2025	1	1299	994614	995912	0.0	2199
VFG002166|WP_010714416|ace|ace	NZ_CP185997.1	95.568	519	2025	1507	2025	995697	996215	0.0	833
VFG002166|WP_010714416|ace|ace	NZ_CP185997.1	92.593	216	2025	1225	1440	995697	995912	7.01e-87	318
VFG002166|WP_010714416|ace|ace	NZ_CP185997.1	92.130	216	2025	1366	1581	995697	995912	2.98e-85	314
VFG002166|WP_010714416|ace|ace	NZ_CP185997.1	90.789	76	2025	1647	1722	995696	995771	8.02e-23	106
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP185998.1	90.026	3870	3918	1	3855	10543	14391	0.0	5218
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP185998.1	96.094	3917	3918	2	3918	10544	14460	0.0	6375
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP185998.1	95.286	2291	3891	1603	3891	12172	14460	0.0	3640
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP185998.1	92.900	831	3891	1	829	10543	11371	0.0	1228
VFG002174|WP_002369251|gelE|gelE	NZ_CP185997.1	98.956	1533	1533	1	1533	1662934	1661402	0.0	2693
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	99.268	2734	5622	1	2734	386609	389341	0.0	4837
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	98.504	1003	5622	2487	3489	388842	389844	0.0	1742
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	96.383	1023	5622	4600	5622	389479	390501	0.0	1679
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	89.822	393	5622	3616	4008	389479	389865	5.99e-150	530
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	90.984	366	5622	3370	3735	389479	389844	1.61e-144	512
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	90.437	366	5622	4108	4473	389479	389844	8.32e-142	503
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	90.437	366	5622	4354	4719	389479	389844	8.32e-142	503
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	89.344	366	5622	3862	4227	389479	389844	2.23e-136	485
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	98.387	248	5622	2739	2986	388842	389089	4.32e-120	430
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	95.161	248	5622	2235	2482	389094	389341	3.11e-109	394
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	84.536	194	5622	2989	3182	389827	390020	1.72e-55	215
VFG002179|AAD09858|esp|esp	NZ_CP185997.1	83.505	194	5622	4948	5141	389344	389537	8.93e-53	206
VFG002191|WP_002369252|sprE|sprE	NZ_CP185997.1	98.363	855	855	1	855	1661353	1660499	0.0	1480
VFG042976|WP_154081516|ebpA|ebpA	NZ_CP185997.1	99.913	3465	3465	1	3465	983806	987270	0.0	6236
VFG042977|WP_002379309|ebpB|ebpB	NZ_CP185997.1	99.161	1431	1431	1	1431	987274	988704	0.0	2527
VFG042978|WP_011109477|ebpC|ebpC	NZ_CP185997.1	99.045	1884	1878	1	1878	988701	990584	0.0	3318
