VFG002165|WP_002356954|efaA|efaA	CP175046.1	99.569	927	927	1	927	1803256	1804182	0.0	1654
VFG002166|WP_010714416|ace|ace	CP175046.1	96.690	1722	2025	1	1722	955267	956988	0.0	2849
VFG002166|WP_010714416|ace|ace	CP175046.1	95.648	942	2025	1084	2025	956491	957432	0.0	1515
VFG002166|WP_010714416|ace|ace	CP175046.1	91.566	498	2025	1084	1581	956632	957129	0.0	710
VFG002166|WP_010714416|ace|ace	CP175046.1	90.562	498	2025	1225	1722	956350	956847	0.0	687
VFG002166|WP_010714416|ace|ace	CP175046.1	89.636	357	2025	1366	1722	956350	956706	1.08e-134	478
VFG002166|WP_010714416|ace|ace	CP175046.1	89.636	357	2025	1084	1440	956773	957129	1.08e-134	478
VFG002166|WP_010714416|ace|ace	CP175046.1	89.815	216	2025	1084	1299	956914	957129	8.89e-79	291
VFG002166|WP_010714416|ace|ace	CP175046.1	86.111	216	2025	1507	1722	956350	956565	6.40e-68	255
VFG002174|WP_002369251|gelE|gelE	CP175046.1	98.630	1533	1533	1	1533	1608070	1606538	0.0	2671
VFG002191|WP_002369252|sprE|sprE	CP175046.1	99.181	855	855	1	855	1606489	1605635	0.0	1511
VFG042976|WP_154081516|ebpA|ebpA	CP175046.1	99.365	3465	3465	1	3465	942255	945719	0.0	6150
VFG042977|WP_002379309|ebpB|ebpB	CP175046.1	99.301	1431	1431	1	1431	945723	947153	0.0	2536
VFG042978|WP_011109477|ebpC|ebpC	CP175046.1	99.045	1884	1878	1	1878	947150	949033	0.0	3318
