VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181220.1	95.255	3920	3918	2	3918	367200	371116	0.0	6228
VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181221.1	89.444	3941	3918	1	3918	2801	6717	0.0	5212
VFG002165|WP_002356954|efaA|efaA	NZ_CP181220.1	99.461	927	927	1	927	1814892	1815818	0.0	1650
VFG002165|WP_002356954|efaA|efaA	NZ_CP181220.1	68.237	828	927	81	890	428138	428947	4.75e-72	269
VFG002166|WP_010714416|ace|ace	NZ_CP181220.1	96.142	1581	2025	1	1581	968358	969938	0.0	2577
VFG002166|WP_010714416|ace|ace	NZ_CP181220.1	95.256	801	2025	1225	2025	969441	970241	0.0	1274
VFG002166|WP_010714416|ace|ace	NZ_CP181220.1	91.317	357	2025	1084	1440	969582	969938	8.05e-143	505
VFG002166|WP_010714416|ace|ace	NZ_CP181220.1	90.756	357	2025	1366	1722	969441	969797	4.17e-140	496
VFG002166|WP_010714416|ace|ace	NZ_CP181220.1	89.352	216	2025	1084	1299	969723	969938	3.92e-77	287
VFG002166|WP_010714416|ace|ace	NZ_CP181220.1	87.963	216	2025	1507	1722	969441	969656	2.47e-73	273
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181221.1	97.846	3900	3918	1	3900	2801	6699	0.0	6652
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181220.1	89.661	3869	3918	2	3855	367200	371047	0.0	5153
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181220.1	99.413	3918	3918	1	3918	367199	371116	0.0	6963
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181221.1	89.595	3854	3918	2	3834	2802	6639	0.0	5118
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181220.1	94.762	2291	3891	1603	3891	368828	371116	0.0	3586
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181220.1	90.921	793	3891	2	794	367200	367992	0.0	1106
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181221.1	95.102	2205	3891	1603	3807	4435	6639	0.0	3490
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181221.1	90.932	794	3891	1	794	2801	3593	0.0	1104
VFG002175|AAM75248|cylR1|cytolysin_operon_context	NZ_CP181220.1	100.000	285	285	1	285	401537	401253	5.84e-147	515
VFG002176|AAM75252|cylB|cytolysin_operon_context	NZ_CP181220.1	99.814	2145	2145	1	2145	405141	407285	0.0	3851
VFG002177|AAM75253|cylA|cylA	NZ_CP181220.1	99.839	1239	1239	1	1239	407282	408520	0.0	2226
VFG002178|AAM75254|cylI|cytolysin_operon_context	NZ_CP181220.1	97.154	984	984	1	984	408521	409503	0.0	1645
VFG042976|WP_154081516|ebpA|ebpA	NZ_CP181220.1	99.509	3465	3465	1	3465	954355	957819	0.0	6173
VFG042977|WP_002379309|ebpB|ebpB	NZ_CP181220.1	99.441	1431	1431	1	1431	957823	959253	0.0	2545
VFG042978|WP_011109477|ebpC|ebpC	NZ_CP181220.1	99.363	1884	1878	1	1878	959250	961133	0.0	3345
VFG045470|AAM75247|cylR2|cytolysin_operon_context	NZ_CP181220.1	100.000	201	201	1	201	401252	401052	1.59e-101	363
VFG045472|AAM75249|cylL|cytolysin_operon_context	NZ_CP181220.1	100.000	207	207	1	207	401656	401862	9.09e-105	374
VFG045472|AAM75249|cylL|cytolysin_operon_context	NZ_CP181220.1	88.095	84	207	15	98	401946	402029	2.01e-24	107
VFG045473|AAM75250|cylS|cytolysin_operon_context	NZ_CP181220.1	100.000	192	192	1	192	401896	402087	1.16e-96	347
VFG045473|AAM75250|cylS|cytolysin_operon_context	NZ_CP181220.1	88.095	84	192	51	134	401670	401753	1.85e-24	107
VFG045474|AAM75251|cylM|cytolysin_operon_context	NZ_CP181220.1	99.698	2982	2982	1	2982	402148	405129	0.0	5338
