VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181222.1	94.457	2291	3918	1630	3918	1311343	1313631	0.0	3554
VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context	NZ_CP181222.1	91.707	832	3918	1	829	1309740	1310569	0.0	1181
VFG002165|WP_002356954|efaA|efaA	NZ_CP181222.1	99.569	927	927	1	927	1152557	1151631	0.0	1654
VFG002165|WP_002356954|efaA|efaA	NZ_CP181222.1	68.237	828	927	81	890	475999	476808	5.52e-72	269
VFG002166|WP_010714416|ace|ace	NZ_CP181222.1	96.988	2025	2025	1	2025	2062289	2060265	0.0	3378
VFG002166|WP_010714416|ace|ace	NZ_CP181222.1	91.841	478	2025	1104	1581	2061045	2060568	0.0	687
VFG002166|WP_010714416|ace|ace	NZ_CP181222.1	90.361	498	2025	1225	1722	2061206	2060709	0.0	682
VFG002166|WP_010714416|ace|ace	NZ_CP181222.1	89.636	357	2025	1366	1722	2061206	2060850	1.30e-134	478
VFG002166|WP_010714416|ace|ace	NZ_CP181222.1	88.235	357	2025	1084	1440	2060924	2060568	4.26e-128	455
VFG002166|WP_010714416|ace|ace	NZ_CP181222.1	87.963	216	2025	1507	1722	2061206	2060991	2.88e-73	273
VFG002166|WP_010714416|ace|ace	NZ_CP181222.1	87.500	216	2025	1084	1299	2060783	2060568	1.22e-71	269
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181222.1	95.901	2220	3918	1636	3855	1311343	1313562	0.0	3594
VFG002171|WP_011109430|EF0149|aggregation_substance_context	NZ_CP181222.1	89.182	795	3918	1	794	1309740	1310534	0.0	1043
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181222.1	94.369	2291	3918	1630	3918	1311343	1313631	0.0	3545
VFG002172|WP_010710127|EF0485|aggregation_substance_context	NZ_CP181222.1	89.290	831	3918	2	829	1309741	1310569	0.0	1089
VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent	NZ_CP181222.1	96.557	3892	3891	1	3891	1309740	1313631	0.0	6412
VFG002174|WP_002369251|gelE|gelE	NZ_CP181222.1	98.826	1533	1533	1	1533	2030133	2028601	0.0	2684
VFG002175|AAM75248|cylR1|cytolysin_operon_context	NZ_CP181222.1	99.649	285	285	1	285	1362795	1362511	2.89e-145	510
VFG002176|AAM75252|cylB|cytolysin_operon_context	NZ_CP181222.1	99.285	1538	2145	1	1538	1366399	1367936	0.0	2725
VFG002176|AAM75252|cylB|cytolysin_operon_context	NZ_CP181222.1	97.953	635	2145	1511	2145	2059077	2058443	0.0	1087
VFG002177|AAM75253|cylA|cylA	NZ_CP181222.1	98.789	1239	1239	1	1239	2058446	2057208	0.0	2168
VFG002178|AAM75254|cylI|cytolysin_operon_context	NZ_CP181222.1	97.764	984	984	1	984	2057207	2056224	0.0	1676
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	99.305	2734	5622	1	2734	424224	426957	0.0	4846
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	98.871	2479	5622	2487	4965	426458	428936	0.0	4345
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	97.519	2499	5622	3124	5622	427341	429839	0.0	4228
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	97.243	1596	5622	3370	4965	427095	428690	0.0	2681
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	96.178	1596	5622	3124	4719	427587	429182	0.0	2604
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	95.778	1350	5622	3124	4473	427833	429182	0.0	2178
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	95.704	1350	5622	3616	4965	427095	428444	0.0	2174
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	95.562	1104	5622	3124	4227	428079	429182	0.0	1771
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	94.656	1104	5622	3862	4965	427095	428198	0.0	1726
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	94.689	885	5622	3124	4008	428325	429203	0.0	1386
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	93.898	885	5622	4108	4986	427095	427979	0.0	1354
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	93.114	639	5622	4354	4986	427095	427733	0.0	956
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	93.791	612	5622	3124	3735	428571	429182	0.0	933
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	90.710	366	5622	4600	4965	427095	427460	2.15e-143	508
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	90.437	366	5622	3124	3489	428817	429182	9.15e-142	503
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	98.387	248	5622	2739	2986	426458	426705	4.75e-120	430
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	95.161	248	5622	2235	2482	426710	426957	3.42e-109	394
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	84.536	194	5622	2989	3182	429165	429358	1.89e-55	215
VFG002179|AAD09858|esp|esp	NZ_CP181222.1	84.021	194	5622	4948	5141	426960	427153	8.06e-54	211
VFG002191|WP_002369252|sprE|sprE	NZ_CP181222.1	98.363	855	855	1	855	2028552	2027698	0.0	1480
VFG042976|WP_154081516|ebpA|ebpA	NZ_CP181222.1	99.481	3465	3465	1	3465	2075301	2071837	0.0	6168
VFG042977|WP_002379309|ebpB|ebpB	NZ_CP181222.1	99.371	1431	1431	1	1431	2071833	2070403	0.0	2541
VFG042978|WP_011109477|ebpC|ebpC	NZ_CP181222.1	99.045	1884	1878	1	1878	2070406	2068523	0.0	3318
VFG045470|AAM75247|cylR2|cytolysin_operon_context	NZ_CP181222.1	97.512	201	201	1	201	1362510	1362311	2.57e-93	337
VFG045472|AAM75249|cylL|cytolysin_operon_context	NZ_CP181222.1	99.517	207	207	1	207	1362914	1363120	4.50e-103	370
VFG045472|AAM75249|cylL|cytolysin_operon_context	NZ_CP181222.1	86.905	84	207	15	98	1363204	1363287	9.95e-23	103
VFG045473|AAM75250|cylS|cytolysin_operon_context	NZ_CP181222.1	99.479	192	192	1	192	1363154	1363345	5.75e-95	343
VFG045473|AAM75250|cylS|cytolysin_operon_context	NZ_CP181222.1	88.095	84	192	51	134	1362928	1363011	2.15e-24	107
VFG045474|AAM75251|cylM|cytolysin_operon_context	NZ_CP181222.1	98.793	2982	2982	1	2982	1363406	1366387	0.0	5216
